text,task,label
"In the geological past , Earth ’ s atmosphere had hundreds of times the CO2 content of the modern atmosphere yet there were no carbon dioxide-driven catastrophes .",fallacy,equivocation
"""Burdened...."" Perfectly true.",toxic,clean
"Did you know that the DNC wouldn't allow the FBI to ""investigate"" the servers that were allegedly hacked?

Those ""investigations"" haven't turned up a shred of evidence.  They're just politically motivated witch hunts to cover up for Clinton's historic and devastating election defeat.  

The only wishful thinking going on is with those investigations.  They're hoping and wishing they'll find something, but they won't.",toxic,clean
Says Lake Erie contains more native fish than all the other Great Lakes combined.,claim,factual
"Another potential problem with this ""no tipping"" idea is that the incentive for waiters to provide good service is completely removed. The last thing Portland needs is an even more entitled and disengaged food service staff.  As someone who worked in food service for many years, I know what a difficult, stressful, and often thankless job it is. While pursuing income equality is a worthy endeavor to be sure, as someone who's worked in both the front and back of the house, I can testify that the stresses of working on the floor, and the skills needed to navigate the minefield of human (customer) ugliness, shouldn't be minimized.  Perhaps you should just pay your cooks more--or institute a payout percentage based on sales--regardless of actual tips received. Not a perfect solution, but it's certainly better than removing your waiters' incentive to work hard.",toxic,clean
"If it were shown , it would also have to be shown that the 97 per cent of emissions from natural processes such as ocean degassing , volcanoes , natural chemical reactions and exhalation don ’ t drive global warming .",fallacy,fallacy of logic
"I don't know about you, but I would never take the word of a woman who never finished school.",fallacy,ad hominem
Not everyone who will work there will live in that area. You already have people who work downtown driving in from Greeley to Douglas county and well up into Idaho Springs. RTD is a joke and only 2% of Front Range residents  use it. Most people who move here are from States that have bad public transportation like Texas and California and will move here with a U haul towing their car. Its better to build too many spots than not enough and have a even worse parking problem downtown. I dont think you relize how big this building will be. 150 won't even be enough for the residents who will live there,toxic,clean
"George Allen voted for 40,000 earmarks.",claim,factual
"Although I have never been on welfare, neither have I been wealthy. For most of my life, I have been reasonably healthy. I have a small service-connected disability, but it is only in the past couple of years that I have needed some serious medical care. Without the VA, I doubt I would have been able to afford the care I needed and therefore doubt I would be alive today. This is my 80th year and, believe me, the body is not what it once was. My VA medical care has been more than acceptable, even with trips to Roseburg and, in a couple of cases, Portland and Seattle. Eugene's new clinic is a major improvement over the old River Road one, with the addition of more services such as a lab.

The Trump administration contains many people who want to privatize many aspects of our lives and the VA is one of them. Of course, like all human endeavors, it is not perfect. However, adding millions of vets to the non-VA medical system would overwhelm the already overloaded medical services industry.",toxic,clean
Says he cut 'tax rates five times',claim,opinion
"In 2006, Arizona had four ballot issues that were ""very tough on illegal immigration... Forty-seven percent of the Hispanics in Arizona voted for them.""",claim,misleading
Says some in Congress are trying to create a separate government for those with a drop of Native Hawaiian blood.,claim,opinion
"The community is so shoked and praying for your family, his friends and everyone his life touched",toxic,clean
"Always refreshing to see today's highest recorded temperature for my chosen location was in 1921. (in the past 73 years) And tomorrow? 1956. Man, it's cold out tonight.",toxic,clean
"""learn those things on your own.""
Blatant attempts to shift the burden of proof only provides evidence that you making it up.  Lack of particularity after being asked only further proves it was too much to expect you, yet again, to have any information I am not already aware of.",toxic,clean
Creeping defense commitments in (the Middle East) and globally now consume over half the U.S. discretionary budget annually.,claim,factual
"When we lower tax rates, we generate more in revenues. That happened in 86 with the Reagan plan, happened in 2001, following the Bush plan.",claim,opinion
I guess that it is whatever pays best.,toxic,clean
